rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,opponent_x,home_away_x,game_id_x,game_date_x,game_name_x,preseason_rotation_factor,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent_y,home_away_y,game_id_y,game_date_y,game_name_y,season_games,season_passing_yards,season_weeks,season_history_source,season_hits_100_plus,season_hit_rate_100_plus,season_hits_110_plus,season_hit_rate_110_plus,season_hits_120_plus,season_hit_rate_120_plus,season_hits_130_plus,season_hit_rate_130_plus,season_hits_140_plus,season_hit_rate_140_plus,season_hits_150_plus,season_hit_rate_150_plus,season_hits_160_plus,season_hit_rate_160_plus,season_hits_170_plus,season_hit_rate_170_plus,season_hits_180_plus,season_hit_rate_180_plus,season_hits_190_plus,season_hit_rate_190_plus,season_hits_200_plus,season_hit_rate_200_plus,season_hits_210_plus,season_hit_rate_210_plus,season_hits_220_plus,season_hit_rate_220_plus,season_hits_230_plus,season_hit_rate_230_plus,season_hits_240_plus,season_hit_rate_240_plus,season_hits_250_plus,season_hit_rate_250_plus,season_hits_260_plus,season_hit_rate_260_plus,season_hits_270_plus,season_hit_rate_270_plus,season_hits_280_plus,season_hit_rate_280_plus,season_hits_290_plus,season_hit_rate_290_plus,season_hits_300_plus,season_hit_rate_300_plus,season_hits_310_plus,season_hit_rate_310_plus,season_hits_320_plus,season_hit_rate_320_plus,season_hits_330_plus,season_hit_rate_330_plus,season_hits_340_plus,season_hit_rate_340_plus,season_hits_350_plus,season_hit_rate_350_plus,season_hits_360_plus,season_hit_rate_360_plus,season_hits_370_plus,season_hit_rate_370_plus,season_hits_380_plus,season_hit_rate_380_plus,season_hits_390_plus,season_hit_rate_390_plus,season_hits_400_plus,season_hit_rate_400_plus
23,2026,REG,2,Regular Season Week 2,00-0035228,Kyler Murray,MIN,ACT,7,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/btfruyf33adgnjzpcuen",TEAM_BLEND,28.9,6.83,197.9,30,2025,192.4,221.0,232.1,192.4,226.5,32.2,34.4,32.2,6.19,6.51,6.19,32.5,6.22,207.2,38.290570835239706,NFL_HISTORY,32.5,32.5,FULL_GAME_WORKLOAD,regular,203.6,70.8,CHI,away,401872937,2026-09-20T17:00Z,Minnesota Vikings at Chicago Bears,1.0,17.9,5.987,6.351,4.319,0.2888,0.1422,0.066,0.0446,0.022,0.0091,0.0129,1.0,1.0,NEUTRAL,123.9,164.9,204.3,243.4,286.6,94.3,ELITE,92.7,ELITE,90.8,ELITE,88.5,VERY HIGH,85.6,VERY HIGH,81.9,VERY HIGH,77.4,HIGH,72.3,HIGH,66.4,SOLID,60.0,LEAN,53.1,LEAN,46.0,COIN FLIP,38.9,LOW,32.6,LOW,26.9,LOW,22.0,VERY LOW,17.7,VERY LOW,14.4,VERY LOW,11.5,VERY LOW,9.2,VERY LOW,7.3,VERY LOW,5.8,VERY LOW,4.5,VERY LOW,3.6,VERY LOW,2.9,VERY LOW,2.4,VERY LOW,2.0,VERY LOW,1.6,VERY LOW,1.3,VERY LOW,1.1,VERY LOW,0.9,VERY LOW,99.5,94.0,90.0,80.7,62.5,53.0,QB_3_SEASON_GAME_BOOTSTRAP,1039,30,34.6,33.9,CHI,away,401872937,2026-09-20T17:00Z,Minnesota Vikings at Chicago Bears,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
24,2026,REG,2,Regular Season Week 2,00-0039732,Bo Nix,DEN,ACT,2,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvo9xatffmqn9lnukpgk",TEAM_BLEND,31.1,6.73,209.5,35,2026,221.6,225.9,235.1,131.0,231.2,34.0,35.5,28.0,6.39,6.27,4.68,33.0,5.93,207.1,88.77263166187848,NFL_HISTORY,33.0,33.0,FULL_GAME_WORKLOAD,regular,199.3,98.9,JAX,home,401872940,2026-09-20T20:05Z,Jacksonville Jaguars at Denver Broncos,1.0,13.8,5.758,6.024,4.096,0.2947,0.137,0.0605,0.0418,0.0191,0.0101,0.0136,1.0,1.0,NEUTRAL,85.8,145.3,199.4,254.9,312.3,87.5,VERY HIGH,85.3,VERY HIGH,82.9,VERY HIGH,79.9,HIGH,76.9,HIGH,73.0,HIGH,68.9,SOLID,64.3,SOLID,59.4,LEAN,54.6,LEAN,49.7,COIN FLIP,44.8,COIN FLIP,39.9,LOW,35.3,LOW,30.8,LOW,26.8,LOW,23.3,VERY LOW,20.0,VERY LOW,17.2,VERY LOW,14.6,VERY LOW,12.3,VERY LOW,10.4,VERY LOW,8.8,VERY LOW,7.4,VERY LOW,6.2,VERY LOW,5.2,VERY LOW,4.4,VERY LOW,3.8,VERY LOW,3.1,VERY LOW,2.7,VERY LOW,2.2,VERY LOW,99.5,93.0,89.0,80.9,71.9,57.0,QB_3_SEASON_GAME_BOOTSTRAP,1301,36,36.1,37.5,JAX,home,401872940,2026-09-20T20:05Z,Jacksonville Jaguars at Denver Broncos,1,131,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25,2026,REG,2,Regular Season Week 2,00-0036389,Jalen Hurts,PHI,ACT,6,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xow5yvxjeqa6witmofmp",TEAM_BLEND,28.3,7.06,197.3,48,2026,182.6,192.9,211.6,203.0,201.5,27.4,28.4,25.0,7.21,7.1,8.12,27.3,7.25,194.5,52.07106470167846,NFL_HISTORY,27.3,27.3,FULL_GAME_WORKLOAD,regular,197.0,70.8,TEN,away,401872939,2026-09-20T17:00Z,Philadelphia Eagles at Tennessee Titans,1.0,13.7,7.039,7.361,5.006,0.2834,0.1533,0.0707,0.0458,0.0196,0.0113,0.0107,1.0,1.0,NEUTRAL,115.5,157.5,197.2,237.0,279.0,93.0,ELITE,91.1,ELITE,89.0,VERY HIGH,86.2,VERY HIGH,82.8,VERY HIGH,78.4,HIGH,73.7,HIGH,67.9,SOLID,61.8,SOLID,55.1,LEAN,48.0,COIN FLIP,41.4,COIN FLIP,35.0,LOW,28.9,LOW,23.4,VERY LOW,19.0,VERY LOW,15.2,VERY LOW,12.1,VERY LOW,9.8,VERY LOW,7.9,VERY LOW,6.1,VERY LOW,4.9,VERY LOW,3.9,VERY LOW,3.1,VERY LOW,2.5,VERY LOW,2.0,VERY LOW,1.6,VERY LOW,1.3,VERY LOW,1.1,VERY LOW,0.9,VERY LOW,0.8,VERY LOW,99.5,94.8,86.9,75.6,64.5,51.6,QB_3_SEASON_GAME_BOOTSTRAP,1641,54,30.4,36.9,TEN,away,401872939,2026-09-20T17:00Z,Philadelphia Eagles at Tennessee Titans,1,203,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
26,2026,REG,2,Regular Season Week 2,00-0038128,Malik Willis,MIA,ACT,4,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txvgdbwbryzyyqq6gfet",TEAM_BLEND,29.1,6.84,199.8,6,2026,193.4,181.5,181.5,220.0,204.5,18.2,17.5,27.0,10.79,10.44,8.15,20.7,9.51,196.8,67.31206207386221,NFL_HISTORY,20.7,20.7,FULL_GAME_WORKLOAD,regular,196.7,84.4,SF,away,401872942,2026-09-20T20:25Z,Miami Dolphins at San Francisco 49ers,1.0,12.7,9.253,9.644,6.558,0.3061,0.1595,0.055,0.0362,0.0139,0.0114,0.0084,1.0,1.0,NEUTRAL,99.7,149.3,197.6,245.5,294.8,89.9,VERY HIGH,87.8,VERY HIGH,85.5,VERY HIGH,82.5,VERY HIGH,78.9,HIGH,74.7,HIGH,70.3,HIGH,65.3,SOLID,59.9,LEAN,54.5,LEAN,48.7,COIN FLIP,42.7,COIN FLIP,37.1,LOW,32.1,LOW,27.3,LOW,23.0,VERY LOW,19.4,VERY LOW,16.0,VERY LOW,13.2,VERY LOW,11.0,VERY LOW,8.9,VERY LOW,7.3,VERY LOW,6.0,VERY LOW,5.0,VERY LOW,4.1,VERY LOW,3.3,VERY LOW,2.6,VERY LOW,2.2,VERY LOW,1.9,VERY LOW,1.5,VERY LOW,1.2,VERY LOW,99.5,66.9,64.5,61.6,61.3,60.9,QB_3_SEASON_GAME_BOOTSTRAP,110,11,10.0,30.5,SF,away,401872942,2026-09-20T20:25Z,Miami Dolphins at San Francisco 49ers,1,220,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
27,2026,REG,2,Regular Season Week 2,00-0040691,Jaxson Dart,NYG,ACT,1,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc",TEAM_BLEND,29.5,6.69,198.4,13,2026,189.2,199.4,192.5,230.0,189.3,28.0,28.3,29.0,6.28,6.79,7.93,28.4,6.69,199.7,77.29990556035379,NFL_HISTORY,28.4,28.4,FULL_GAME_WORKLOAD,regular,193.0,90.5,LAR,away,401872947,2026-09-22T00:15Z,New York Giants at Los Angeles Rams,1.0,17.5,6.444,6.827,4.642,0.2649,0.155,0.0552,0.0476,0.02,0.0086,0.0119,1.0,1.0,NEUTRAL,88.6,142.3,192.6,243.7,295.5,87.6,VERY HIGH,85.2,VERY HIGH,82.5,VERY HIGH,79.4,HIGH,75.8,HIGH,71.6,HIGH,67.1,SOLID,62.1,SOLID,56.7,LEAN,51.4,LEAN,46.0,COIN FLIP,40.8,COIN FLIP,35.6,LOW,30.8,LOW,26.3,LOW,22.6,VERY LOW,19.1,VERY LOW,15.9,VERY LOW,13.3,VERY LOW,11.0,VERY LOW,9.2,VERY LOW,7.8,VERY LOW,6.3,VERY LOW,5.3,VERY LOW,4.4,VERY LOW,3.7,VERY LOW,3.2,VERY LOW,2.7,VERY LOW,2.2,VERY LOW,1.9,VERY LOW,1.6,VERY LOW,99.5,92.2,83.4,63.4,52.9,45.6,QB_3_SEASON_GAME_BOOTSTRAP,376,12,31.3,30.2,LAR,away,401872947,2026-09-22T00:15Z,New York Giants at Los Angeles Rams,1,230,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
28,2026,REG,2,Regular Season Week 2,00-0030565,Geno Smith,NYJ,ACT,13,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zppfqqcyjfma14jjif3a",TEAM_BLEND,28.6,6.47,187.4,48,2026,174.6,189.0,191.9,215.0,201.7,23.8,28.6,24.0,7.34,6.58,8.96,25.6,7.25,191.3,55.54042912624269,NFL_HISTORY,25.6,25.6,FULL_GAME_WORKLOAD,regular,187.3,71.2,GB,home,401872936,2026-09-20T17:00Z,Green Bay Packers at New York Jets,1.0,17.3,6.981,7.389,5.024,0.2829,0.153,0.0585,0.0554,0.0205,0.0062,0.0056,1.0,1.0,NEUTRAL,106.7,148.2,187.7,227.5,268.9,91.4,ELITE,89.1,VERY HIGH,86.3,VERY HIGH,82.9,VERY HIGH,79.0,HIGH,74.1,HIGH,68.4,SOLID,62.1,SOLID,55.4,LEAN,48.4,COIN FLIP,41.6,COIN FLIP,34.9,LOW,29.0,LOW,23.7,VERY LOW,19.2,VERY LOW,15.5,VERY LOW,12.4,VERY LOW,9.7,VERY LOW,7.7,VERY LOW,6.1,VERY LOW,4.9,VERY LOW,3.8,VERY LOW,3.0,VERY LOW,2.4,VERY LOW,1.9,VERY LOW,1.5,VERY LOW,1.3,VERY LOW,1.0,VERY LOW,0.8,VERY LOW,0.7,VERY LOW,0.6,VERY LOW,99.5,92.6,89.2,74.8,60.0,41.6,QB_3_SEASON_GAME_BOOTSTRAP,1668,47,35.5,35.2,GB,home,401872936,2026-09-20T17:00Z,Green Bay Packers at New York Jets,1,215,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
29,2026,REG,2,Regular Season Week 2,00-0029604,Kirk Cousins,LV,ACT,14,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/za7cynvpwlsro1tsaijk",TEAM_BLEND,29.0,6.62,193.1,32,2026,207.2,185.2,202.1,160.0,188.0,32.2,29.2,30.0,6.27,6.15,5.33,30.7,5.97,190.0,89.53834215895634,NFL_HISTORY,30.7,30.7,FULL_GAME_WORKLOAD,regular,185.2,101.5,LAC,away,401872941,2026-09-20T20:05Z,Las Vegas Raiders at Los Angeles Chargers,1.0,15.8,5.768,6.076,4.132,0.274,0.1492,0.069,0.0351,0.0149,0.0058,0.0138,1.0,1.0,NEUTRAL,70.3,129.5,185.6,243.8,303.3,84.1,VERY HIGH,81.3,VERY HIGH,78.2,HIGH,74.8,HIGH,71.1,HIGH,67.0,SOLID,62.6,SOLID,57.8,LEAN,52.9,LEAN,47.9,COIN FLIP,43.2,COIN FLIP,38.7,LOW,34.5,LOW,30.3,LOW,26.5,LOW,23.0,VERY LOW,19.7,VERY LOW,16.9,VERY LOW,14.5,VERY LOW,12.3,VERY LOW,10.5,VERY LOW,8.9,VERY LOW,7.7,VERY LOW,6.5,VERY LOW,5.5,VERY LOW,4.6,VERY LOW,3.9,VERY LOW,3.3,VERY LOW,2.8,VERY LOW,2.4,VERY LOW,2.0,VERY LOW,99.5,94.6,82.8,77.6,65.1,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1094,32,34.2,37.0,LAC,away,401872941,2026-09-20T20:05Z,Las Vegas Raiders at Los Angeles Chargers,1,160,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
30,2026,REG,2,Regular Season Week 2,00-0033537,Deshaun Watson,CLE,ACT,9,4.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",TEAM_BLEND,30.4,6.48,196.9,13,2026,160.4,178.5,189.5,205.0,,24.4,30.2,22.0,6.82,6.22,9.32,26.1,7.04,178.6,35.395594503818295,NFL_HISTORY,26.1,26.1,FULL_GAME_WORKLOAD,regular,182.2,70.8,TB,away,401872935,2026-09-20T17:00Z,Cleveland Browns at Tampa Bay Buccaneers,1.0,17.0,6.781,7.171,4.877,0.2818,0.1745,0.0619,0.044,0.0155,0.0087,0.0087,1.0,1.0,NEUTRAL,100.8,142.2,182.3,221.5,262.3,90.2,ELITE,87.6,VERY HIGH,84.5,VERY HIGH,80.6,VERY HIGH,76.1,HIGH,70.8,HIGH,64.7,SOLID,58.4,LEAN,51.6,LEAN,44.8,COIN FLIP,37.9,LOW,31.6,LOW,25.8,LOW,21.0,VERY LOW,16.9,VERY LOW,13.4,VERY LOW,10.6,VERY LOW,8.4,VERY LOW,6.7,VERY LOW,5.2,VERY LOW,4.1,VERY LOW,3.4,VERY LOW,2.7,VERY LOW,2.2,VERY LOW,1.7,VERY LOW,1.4,VERY LOW,1.1,VERY LOW,0.9,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.5,VERY LOW,99.5,85.7,80.5,61.0,41.1,26.8,QB_3_SEASON_GAME_BOOTSTRAP,438,13,33.7,28.8,TB,away,401872935,2026-09-20T17:00Z,Cleveland Browns at Tampa Bay Buccaneers,1,205,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
31,2026,REG,2,Regular Season Week 2,00-0040676,Cam Ward,TEN,ACT,1,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7switu6stlwd2irm8yo",TEAM_BLEND,29.5,6.64,194.5,17,2026,181.2,190.1,198.0,140.0,194.8,31.4,33.3,32.0,5.77,5.76,4.38,31.8,5.45,178.5,56.03248174554271,NFL_HISTORY,31.8,31.8,FULL_GAME_WORKLOAD,regular,175.0,70.8,PHI,home,401872939,2026-09-20T17:00Z,Philadelphia Eagles at Tennessee Titans,1.0,17.8,5.246,5.564,3.783,0.2646,0.1447,0.0587,0.0381,0.0127,0.0099,0.0132,1.0,1.0,NEUTRAL,94.3,135.9,174.7,214.0,254.9,88.6,VERY HIGH,85.5,VERY HIGH,81.9,VERY HIGH,77.7,HIGH,72.8,HIGH,66.7,SOLID,60.1,SOLID,53.3,LEAN,46.4,COIN FLIP,39.5,LOW,33.0,LOW,27.2,LOW,22.2,VERY LOW,17.7,VERY LOW,14.3,VERY LOW,11.4,VERY LOW,8.8,VERY LOW,7.1,VERY LOW,5.6,VERY LOW,4.4,VERY LOW,3.5,VERY LOW,2.6,VERY LOW,2.0,VERY LOW,1.6,VERY LOW,1.3,VERY LOW,1.1,VERY LOW,0.9,VERY LOW,0.7,VERY LOW,0.6,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,99.5,92.8,88.5,76.9,62.4,37.0,QB_3_SEASON_GAME_BOOTSTRAP,595,17,35.0,31.9,PHI,home,401872939,2026-09-20T17:00Z,Philadelphia Eagles at Tennessee Titans,1,140,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
32,2026,REG,2,Regular Season Week 2,00-0039910,Jayden Daniels,WAS,ACT,2,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfz8k5onuqjrche9ogqc",TEAM_BLEND,28.2,6.82,191.9,24,2026,152.4,169.1,189.8,164.0,180.3,24.8,27.0,34.0,6.18,6.18,4.82,27.4,5.85,166.0,57.898590445800814,NFL_HISTORY,27.4,27.4,FULL_GAME_WORKLOAD,regular,161.9,71.4,DAL,away,401872944,2026-09-20T20:25Z,Washington Commanders at Dallas Cowboys,1.0,16.6,5.639,5.957,4.051,0.2837,0.1459,0.0689,0.0402,0.0213,0.0086,0.0121,1.0,1.0,NEUTRAL,81.1,122.8,163.0,201.9,242.9,84.6,VERY HIGH,80.9,VERY HIGH,76.4,HIGH,71.0,HIGH,65.3,SOLID,58.7,LEAN,52.0,LEAN,45.0,COIN FLIP,38.0,LOW,31.7,LOW,26.0,LOW,21.2,VERY LOW,17.0,VERY LOW,13.6,VERY LOW,10.7,VERY LOW,8.3,VERY LOW,6.7,VERY LOW,5.2,VERY LOW,4.2,VERY LOW,3.4,VERY LOW,2.7,VERY LOW,2.2,VERY LOW,1.7,VERY LOW,1.4,VERY LOW,1.2,VERY LOW,0.9,VERY LOW,0.8,VERY LOW,0.7,VERY LOW,0.6,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,99.5,91.0,81.3,74.0,66.5,48.9,QB_3_SEASON_GAME_BOOTSTRAP,857,27,31.7,38.4,DAL,away,401872944,2026-09-20T20:25Z,Washington Commanders at Dallas Cowboys,1,164,1,NFLVERSE_WEEKLY,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
